Element Code,System,Table,Element,System Type ,Level ,HIV,Program Area,Goal ,Potential Overlap (HIV),Goal1,Goal2,Goal3,Array
1943,HMIS,DHIS,EH PORTS IMPLEMENTING ALL CORE CAPACITIES,Electronic,District,N,,,,N,,,[N]
1944,HMIS,DHIS,EH PORTS IN DISTRICT,Electronic,District,N,,,,N,,,[N]
1945,HMIS,DHIS,EH PROPER WASTED MANAGEMENT INDUSTRIES,Electronic,District,N,,,,N,,,[N]
1946,HMIS,DHIS,EH PROTECTED SHALLOW WELLS,Electronic,District,N,,,,N,,,[N]
1947,HMIS,DHIS,EH PROTECTED SHALLOW WELLS TESTED,Electronic,District,N,,,,N,,,[N]
1948,HMIS,DHIS,EH PROTECTED SHALLOW WELLS TESTED NEGATIVE,Electronic,District,N,,,,N,,,[N]
1949,HMIS,DHIS,EH PROTECTED SPRINGS,Electronic,District,N,,,,N,,,[N]
1950,HMIS,DHIS,EH PROTECTED SPRINGS TESTED,Electronic,District,N,,,,N,,,[N]
1951,HMIS,DHIS,EH PROTECTED SPRINGS TESTED NEGATIVE,Electronic,District,N,,,,N,,,[N]
1952,HMIS,DHIS,EH SATISFACTORY WORKPLACES,Electronic,District,N,,,,N,,,[N]
1953,HMIS,DHIS,EH VILLAGES DECLARED FOR ODF,Electronic,District,N,,,,N,,,[N]
1954,HMIS,DHIS,EH VILLAGES IMPLEMENTING SUSTAINABLE VECTOR CONTROL INTERVENTIONS,Electronic,District,N,,,,N,,,[N]
1955,HMIS,DHIS,EH VILLAGES IN DISTRICT,Electronic,District,N,,,,N,,,[N]
1956,HMIS,DHIS,EH VILLAGES LOST ODF STATUS,Electronic,District,N,,,,N,,,[N]
1957,HMIS,DHIS,EH VILLAGES TRIGGERED FOR LATRINE CONSTRUCTION,Electronic,District,N,,,,N,,,[N]
1958,HMIS,DHIS,EH WASTE MANAGEMENT IMPROVED INDUSTRIES,Electronic,District,N,,,,N,,,[N]
1959,HMIS,DHIS,EH WASTED MANAGEMENT INDUSTRIES INSPECTED,Electronic,District,N,,,,N,,,[N]
1960,HMIS,DHIS,EH WORKPLACES IN DISTRICT,Electronic,District,N,,,,N,,,[N]
1961,HMIS,DHIS,EH WORKPLACES INSPECTED,Electronic,District,N,,,,N,,,[N]
1962,HMIS,DHIS,EH ZOONOTIC CASE FATALITY RATE,Electronic,District,N,,,,N,,,[N]
1963,HMIS,DHIS,EH ZOONOTIC CASES,Electronic,District,N,,,,N,,,[N]
1964,HMIS,DHIS,EH ZOONOTIC DEATHS,Electronic,District,N,,,,N,,,[N]
1965,HMIS,DHIS,EH ZOONOTIC INCIDENCE,Electronic,District,N,,,,N,,,[N]
1966,HMIS,DHIS,EHS  WASHE ,Electronic,District,N,,,,N,,,[N]
1967,HMIS,DHIS,ENROLLED MIDWIFE IN POST,Electronic,District,N,,,,N,,,[N]
1968,HMIS,DHIS,ENVIRONMENTAL HEALTH OFFICERS IN POST,Electronic,District,N,,,,N,,,[N]
1969,HMIS,DHIS,EPI 12 59 MONTHS MONTHLY TARGET OUTREACH,Electronic,District,N,,,,N,,,[N]
1970,HMIS,DHIS,EPI 12 59 MONTHS MONTHLY TARGET STATIC,Electronic,District,N,,,,N,,,[N]
1971,HMIS,DHIS,EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,Electronic,District,N,,,,N,,,[N]
1972,HMIS,DHIS,EPI 12 59 MONTHS NUMBER OF SUPPLEMENTED STATIC,Electronic,District,N,,,,N,,,[N]
1973,HMIS,DHIS,EPI 6 11 MONTHS MONTHLY TARGET OUTREACH,Electronic,District,N,,,,N,,,[N]
1974,HMIS,DHIS,EPI 6 11 MONTHS MONTHLY TARGET STATIC,Electronic,District,N,,,,N,,,[N]
1975,HMIS,DHIS,EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED OUTREACH,Electronic,District,N,,,,N,,,[N]
1976,HMIS,DHIS,EPI 6 11 MONTHS NUMBER OF SUPPLEMENTED STATIC,Electronic,District,N,,,,N,,,[N]
1977,HMIS,DHIS,EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES,Electronic,District,N,,,,N,,,[N]
1978,HMIS,DHIS,EPI ACUTE FLACCID PARALYSIS  AFP  NUMBER OF CASES INVESTIGATED,Electronic,District,N,,,,N,,,[N]
1979,HMIS,DHIS,EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN O REACH,Electronic,District,N,,,,N,,,[N]
1980,HMIS,DHIS,EPI AGE OVER 1 FULLY IMMUNIZED CHILDREN STATIC,Electronic,District,N,,,,N,,,[N]
1981,HMIS,DHIS,EPI AGE OVER 1 MEASLES O REACH,Electronic,District,N,,,,N,,,[N]
1982,HMIS,DHIS,EPI AGE OVER 1 MEASLES STATIC,Electronic,District,N,,,,N,,,[N]
1983,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET BCG OPV,Electronic,District,N,,,,N,,,[N]
1984,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,Electronic,District,N,,,,N,,,[N]
1985,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,Electronic,District,N,,,,N,,,[N]
1986,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET MEASLES,Electronic,District,N,,,,N,,,[N]
1987,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET OPV1 OPV2 OPV3,Electronic,District,N,,,,N,,,[N]
1988,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET PCV1 PCV2 PCV3,Electronic,District,N,,,,N,,,[N]
1989,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET PROTECTION AT BIRTH,Electronic,District,N,,,,N,,,[N]
1990,HMIS,DHIS,EPI AGE OVER 1 MONTHLY TARGET ROTA,Electronic,District,N,,,,N,,,[N]
1991,HMIS,DHIS,EPI AGE OVER 1 PCV1 OUTREACH,Electronic,District,N,,,,N,,,[N]
1992,HMIS,DHIS,EPI AGE OVER 1 PCV2 O REACH,Electronic,District,N,,,,N,,,[N]
1993,HMIS,DHIS,EPI AGE OVER 1 PCV2 STATIC,Electronic,District,N,,,,N,,,[N]
1994,HMIS,DHIS,EPI AGE OVER 1 PCV3 O REACH,Electronic,District,N,,,,N,,,[N]
1995,HMIS,DHIS,EPI AGE OVER 1 PCV3 STATIC,Electronic,District,N,,,,N,,,[N]
1996,HMIS,DHIS,EPI AGE OVER PCV1 STATIC,Electronic,District,N,,,,N,,,[N]
1997,HMIS,DHIS,EPI AGE OVER1 PROTECTION AT BIRTH O REACH,Electronic,District,N,,,,N,,,[N]
1998,HMIS,DHIS,EPI AGE OVER1 PROTECTION AT BIRTH STATIC,Electronic,District,N,,,,N,,,[N]
1999,HMIS,DHIS,EPI AGE OVER1 ROTA1 O REACH,Electronic,District,N,,,,N,,,[N]
2000,HMIS,DHIS,EPI AGE OVER1 ROTA1 STATIC,Electronic,District,N,,,,N,,,[N]
2001,HMIS,DHIS,EPI AGE OVER1 ROTA2 O REACH,Electronic,District,N,,,,N,,,[N]
2002,HMIS,DHIS,EPI AGE OVER1 ROTA2 STATIC,Electronic,District,N,,,,N,,,[N]
2003,HMIS,DHIS,EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN O REACH,Electronic,District,N,,,,N,,,[N]
2004,HMIS,DHIS,EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN STATIC,Electronic,District,N,,,,N,,,[N]
2005,HMIS,DHIS,EPI AGE UNDER 1 MEASLES O REACH,Electronic,District,N,,,,N,,,[N]
2006,HMIS,DHIS,EPI AGE UNDER 1 MEASLES STATIC,Electronic,District,N,,,,N,,,[N]
2007,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET BCG OPV,Electronic,District,N,,,,N,,,[N]
2008,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3,Electronic,District,N,,,,N,,,[N]
2009,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN,Electronic,District,N,,,,N,,,[N]
2010,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET MEASLES,Electronic,District,N,,,,N,,,[N]
2011,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET OPV1 OPV2 OPV3,Electronic,District,N,,,,N,,,[N]
2012,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET PCV1 PCV2 PCV3,Electronic,District,N,,,,N,,,[N]
2013,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET PROTECTION AT BIRTH,Electronic,District,N,,,,N,,,[N]
2014,HMIS,DHIS,EPI AGE UNDER 1 MONTHLY TARGET ROTA,Electronic,District,N,,,,N,,,[N]
2015,HMIS,DHIS,EPI AGE UNDER 1 PCV1 O REACH,Electronic,District,N,,,,N,,,[N]
2016,HMIS,DHIS,EPI AGE UNDER 1 PCV1 STATIC,Electronic,District,N,,,,N,,,[N]
2017,HMIS,DHIS,EPI AGE UNDER 1 PCV2 O REACH,Electronic,District,N,,,,N,,,[N]
2018,HMIS,DHIS,EPI AGE UNDER 1 PCV2 STATIC,Electronic,District,N,,,,N,,,[N]
2019,HMIS,DHIS,EPI AGE UNDER 1 PCV3 O REACH,Electronic,District,N,,,,N,,,[N]
2020,HMIS,DHIS,EPI AGE UNDER 1 PCV3 STATIC,Electronic,District,N,,,,N,,,[N]
2021,HMIS,DHIS,EPI AGE UNDER 1 PROTECTION AT BIRTH STATIC,Electronic,District,N,,,,N,,,[N]
2022,HMIS,DHIS,EPI AGE UNDER1 PROTECTION AT BIRTH O REACH,Electronic,District,N,,,,N,,,[N]
2023,HMIS,DHIS,EPI AGE UNDER1 ROTA1 O REACH,Electronic,District,N,,,,N,,,[N]
2024,HMIS,DHIS,EPI AGE UNDER1 ROTA1 STATIC,Electronic,District,N,,,,N,,,[N]
2025,HMIS,DHIS,EPI AGE UNDER1 ROTA2 O REACH,Electronic,District,N,,,,N,,,[N]
2026,HMIS,DHIS,EPI AGE UNDER1 ROTA2 STATIC,Electronic,District,N,,,,N,,,[N]
2027,HMIS,DHIS,EPI BCG CASES,Electronic,District,N,,,,N,,,[N]
2028,HMIS,DHIS,EPI BCG DOSES DISCARDED  B  OUTREACH,Electronic,District,N,,,,N,,,[N]
2029,HMIS,DHIS,EPI BCG DOSES DISCARDED  B  STATIC,Electronic,District,N,,,,N,,,[N]
2030,HMIS,DHIS,EPI BCG DOSES USED  A  OUTREACH,Electronic,District,N,,,,N,,,[N]
2031,HMIS,DHIS,EPI BCG DOSES USED  A  STATIC,Electronic,District,N,,,,N,,,[N]
2032,HMIS,DHIS,EPI BCG O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2033,HMIS,DHIS,EPI BCG O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2034,HMIS,DHIS,EPI BCG STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2035,HMIS,DHIS,EPI BCG STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2036,HMIS,DHIS,EPI CANCELED IMMUNIZATION SESSIONS  OUTREACH ,Electronic,District,N,,,,N,,,[N]
2037,HMIS,DHIS,EPI CANCELED IMMUNIZATION SESSIONS  STATIC ,Electronic,District,N,,,,N,,,[N]
2038,HMIS,DHIS,EPI DPT HEPB HIB CASES,Electronic,District,N,,,,N,,,[N]
2039,HMIS,DHIS,EPI DPT HEPB HIB DOSES DISCARDED  B  OUTREACH,Electronic,District,N,,,,N,,,[N]
2040,HMIS,DHIS,EPI DPT HEPB HIB DOSES DISCARDED  B  STATIC,Electronic,District,N,,,,N,,,[N]
2041,HMIS,DHIS,EPI DPT HEPB HIB DOSES USED  A  OUTREACH,Electronic,District,N,,,,N,,,[N]
2042,HMIS,DHIS,EPI DPT HEPB HIB DOSES USED  A  STATIC,Electronic,District,N,,,,N,,,[N]
2043,HMIS,DHIS,EPI DPT HEPB HIB1 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2044,HMIS,DHIS,EPI DPT HEPB HIB1 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2045,HMIS,DHIS,EPI DPT HEPB HIB1 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2046,HMIS,DHIS,EPI DPT HEPB HIB1 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2047,HMIS,DHIS,EPI DPT HEPB HIB2 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2048,HMIS,DHIS,EPI DPT HEPB HIB2 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2049,HMIS,DHIS,EPI DPT HEPB HIB2 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2050,HMIS,DHIS,EPI DPT HEPB HIB2 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2051,HMIS,DHIS,EPI DPT HEPB HIB3 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2052,HMIS,DHIS,EPI DPT HEPB HIB3 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2053,HMIS,DHIS,EPI DPT HEPB HIB3 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2054,HMIS,DHIS,EPI DPT HEPB HIB3 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2055,HMIS,DHIS,EPI MEASLES CASES,Electronic,District,N,,,,N,,,[N]
2056,HMIS,DHIS,EPI MEASLES DOSES DISCARDED  B  OUTREACH,Electronic,District,N,,,,N,,,[N]
2057,HMIS,DHIS,EPI MEASLES DOSES DISCARDED  B  STATIC,Electronic,District,N,,,,N,,,[N]
2058,HMIS,DHIS,EPI MEASLES DOSES USED  A  OUTREACH,Electronic,District,N,,,,N,,,[N]
2059,HMIS,DHIS,EPI MEASLES DOSES USED  A  STATIC,Electronic,District,N,,,,N,,,[N]
2060,HMIS,DHIS,EPI NEONATAL TETANUS  NNT  NUMBER OF CASES,Electronic,District,N,,,,N,,,[N]
2061,HMIS,DHIS,EPI NEONATAL TETANUS  NNT  NUMBER OF CASES INVESTIGATED,Electronic,District,N,,,,N,,,[N]
2062,HMIS,DHIS,EPI OPV 0 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2063,HMIS,DHIS,EPI OPV 0 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2064,HMIS,DHIS,EPI OPV 0 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2065,HMIS,DHIS,EPI OPV 0 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2066,HMIS,DHIS,EPI OPV CASES,Electronic,District,N,,,,N,,,[N]
2067,HMIS,DHIS,EPI OPV DOSES DISCARDED  B  OUTREACH,Electronic,District,N,,,,N,,,[N]
2068,HMIS,DHIS,EPI OPV DOSES DISCARDED  B  STATIC,Electronic,District,N,,,,N,,,[N]
2069,HMIS,DHIS,EPI OPV DOSES USED  A  OUTREACH,Electronic,District,N,,,,N,,,[N]
2070,HMIS,DHIS,EPI OPV DOSES USED  A  STATIC,Electronic,District,N,,,,N,,,[N]
2071,HMIS,DHIS,EPI OPV1 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2072,HMIS,DHIS,EPI OPV1 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2073,HMIS,DHIS,EPI OPV1 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2074,HMIS,DHIS,EPI OPV1 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2075,HMIS,DHIS,EPI OPV2 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2076,HMIS,DHIS,EPI OPV2 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2077,HMIS,DHIS,EPI OPV2 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2078,HMIS,DHIS,EPI OPV2 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2079,HMIS,DHIS,EPI OPV3 O REACH AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2080,HMIS,DHIS,EPI OPV3 O REACH AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2081,HMIS,DHIS,EPI OPV3 STATIC AGE OVER 1,Electronic,District,N,,,,N,,,[N]
2082,HMIS,DHIS,EPI OPV3 STATIC AGE UNDER 1,Electronic,District,N,,,,N,,,[N]
2083,HMIS,DHIS,EPI PCV CASES,Electronic,District,N,,,,N,,,[N]
2084,HMIS,DHIS,EPI PCV DOSES DISCARDED  B  OUTREACH,Electronic,District,N,,,,N,,,[N]
2085,HMIS,DHIS,EPI PCV DOSES DISCARDED  B  STATIC,Electronic,District,N,,,,N,,,[N]
2086,HMIS,DHIS,EPI PCV DOSES USED  A  OUTREACH,Electronic,District,N,,,,N,,,[N]
2087,HMIS,DHIS,EPI PCV DOSES USED  A  STATIC,Electronic,District,N,,,,N,,,[N]
2088,HMIS,DHIS,EPI PLANNED IMMUNIZATION SESSIONS  OUTREACH ,Electronic,District,N,,,,N,,,[N]
2089,HMIS,DHIS,EPI PLANNED IMMUNIZATION SESSIONS  STATIC ,Electronic,District,N,,,,N,,,[N]
2090,HMIS,DHIS,EPI POSTNATAL MOTHERS MONTHLY TARGET OUTREACH,Electronic,District,N,,,,N,,,[N]
2091,HMIS,DHIS,EPI POSTNATAL MOTHERS MONTHLY TARGET STATIC,Electronic,District,N,,,,N,,,[N]
2092,HMIS,DHIS,EPI POSTNATAL MOTHERS NUMBER SUPPLEMENTED OUTREACH,Electronic,District,N,,,,N,,,[N]
2093,HMIS,DHIS,EPI POSTNATAL MOTHERS NUMBER SUPPLEMENTED STATIC,Electronic,District,N,,,,N,,,[N]
2094,HMIS,DHIS,EPI REASONS FOR CANCELLATION,Electronic,District,N,,,,N,,,[N]
2095,HMIS,DHIS,EPI ROTA,Electronic,District,N,,,,N,,,[N]
2096,HMIS,DHIS,EPI SUSPECTED MEASLES CASES NUMBER OF CASES,Electronic,District,N,,,,N,,,[N]
2097,HMIS,DHIS,EPI SUSPECTED MEASLES NUMBER OF CASES INVESTIGATED,Electronic,District,N,,,,N,,,[N]
2098,HMIS,DHIS,EPI SUSPECTED MEASLES NUMBER OF DEATHS DUE TO MEASLES,Electronic,District,N,,,,N,,,[N]
2099,HMIS,DHIS,EPI TT CASES,Electronic,District,N,,,,N,,,[N]
2100,HMIS,DHIS,EPI TT DOSES DISCARDED  B  OUTREACH,Electronic,District,N,,,,N,,,[N]
2101,HMIS,DHIS,EPI TT DOSES DISCARDED  B  STATIC,Electronic,District,N,,,,N,,,[N]
2102,HMIS,DHIS,EPI TT DOSES USED  A  OUTREACH,Electronic,District,N,,,,N,,,[N]
2103,HMIS,DHIS,EPI TT DOSES USED  A  STATIC,Electronic,District,N,,,,N,,,[N]
2104,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT1,Electronic,District,N,,,,N,,,[N]
2105,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT2,Electronic,District,N,,,,N,,,[N]
2106,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT2+,Electronic,District,N,,,,N,,,[N]
2107,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT3,Electronic,District,N,,,,N,,,[N]
2108,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT4,Electronic,District,N,,,,N,,,[N]
2109,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT5,Electronic,District,N,,,,N,,,[N]
2110,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT1,Electronic,District,N,,,,N,,,[N]
2111,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT2,Electronic,District,N,,,,N,,,[N]
2112,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT2+,Electronic,District,N,,,,N,,,[N]
2113,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT3,Electronic,District,N,,,,N,,,[N]
2114,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT4,Electronic,District,N,,,,N,,,[N]
2115,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT5,Electronic,District,N,,,,N,,,[N]
2116,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT1,Electronic,District,N,,,,N,,,[N]
2117,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT2,Electronic,District,N,,,,N,,,[N]
2118,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT2+,Electronic,District,N,,,,N,,,[N]
2119,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT3,Electronic,District,N,,,,N,,,[N]
2120,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT4,Electronic,District,N,,,,N,,,[N]
2121,HMIS,DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT5,Electronic,District,N,,,,N,,,[N]
2122,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT1,Electronic,District,N,,,,N,,,[N]
2123,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT2,Electronic,District,N,,,,N,,,[N]
2124,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT2+,Electronic,District,N,,,,N,,,[N]
2125,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT3,Electronic,District,N,,,,N,,,[N]
2126,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT4,Electronic,District,N,,,,N,,,[N]
2127,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT5,Electronic,District,N,,,,N,,,[N]
2128,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT1,Electronic,District,N,,,,N,,,[N]
2129,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT2,Electronic,District,N,,,,N,,,[N]
2130,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT2+,Electronic,District,N,,,,N,,,[N]
2131,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT3,Electronic,District,N,,,,N,,,[N]
2132,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT4,Electronic,District,N,,,,N,,,[N]
2133,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT5,Electronic,District,N,,,,N,,,[N]
2134,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT1,Electronic,District,N,,,,N,,,[N]
2135,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT2,Electronic,District,N,,,,N,,,[N]
2136,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT2+,Electronic,District,N,,,,N,,,[N]
2137,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT3,Electronic,District,N,,,,N,,,[N]
2138,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT4,Electronic,District,N,,,,N,,,[N]
2139,HMIS,DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT5,Electronic,District,N,,,,N,,,[N]
2140,HMIS,DHIS,EPILEPSY ADMISSION,Electronic,District,N,,,,N,,,[N]
2141,HMIS,DHIS,EPILEPSY INPATIENT DEATH,Electronic,District,N,,,,N,,,[N]
2142,HMIS,DHIS,EPILEPSY NEW,Electronic,District,N,,,,N,,,[N]
2143,HMIS,DHIS,ES BENIGN OESOPHAGEAL STRICTURE,Electronic,District,N,,,,N,,,[N]
2144,HMIS,DHIS,ES BRONCHOSCOPY,Electronic,District,N,,,,N,,,[N]
2145,HMIS,DHIS,ES CANCER NEW,Electronic,District,N,,,,N,,,[N]
2146,HMIS,DHIS,ES CANDIDA,Electronic,District,N,,,,N,,,[N]
2147,HMIS,DHIS,ES COLONOSCOPY,Electronic,District,N,,,,N,,,[N]
2148,HMIS,DHIS,ES DUDDENITIS,Electronic,District,N,,,,N,,,[N]
2149,HMIS,DHIS,ES GASTRIC TUMOUR,Electronic,District,N,,,,N,,,[N]
2150,HMIS,DHIS,ES GASTRITIS,Electronic,District,N,,,,N,,,[N]
2151,HMIS,DHIS,ES HIATUS HERNIA,Electronic,District,N,,,,N,,,[N]
2152,HMIS,DHIS,ES INDUCED SPUTUM,Electronic,District,N,,,,N,,,[N]
2153,HMIS,DHIS,ES LARYNGOSCOPY,Electronic,District,N,,,,N,,,[N]
2154,HMIS,DHIS,ES NUM OF PATIENTS SEEN IN SPEACILIST CLINIC,Electronic,District,N,,,,N,,,[N]
2155,HMIS,DHIS,ES NUMBER OF OPD ATTENDANCE,Electronic,District,N,,,,N,,,[N]
2156,HMIS,DHIS,ES OTHER GASTROSCOPY PROCEDURES,Electronic,District,N,,,,N,,,[N]
2157,HMIS,DHIS,ES PATIENTS SEEN WITH 4 WKS OF APPOINTMT,Electronic,District,N,,,,N,,,[N]
2158,HMIS,DHIS,ES PYLORIC STENOSIS,Electronic,District,N,,,,N,,,[N]
2159,HMIS,DHIS,ES REFLUX OESOPHAGITIS,Electronic,District,N,,,,N,,,[N]
2160,HMIS,DHIS,ES SPIROMETERY,Electronic,District,N,,,,N,,,[N]
2161,HMIS,DHIS,ES STOMACH HEAMORRAGE,Electronic,District,N,,,,N,,,[N]
2162,HMIS,DHIS,ES TOTAL PATIENTS SEEN IN ENDOSCOPY,Electronic,District,N,,,,N,,,[N]
2163,HMIS,DHIS,ES ULCERS NEW,Electronic,District,N,,,,N,,,[N]
2164,HMIS,DHIS,ES VARICES,Electronic,District,N,,,,N,,,[N]
2165,HMIS,DHIS,ETAT AC AIR WAY BREATHING,Electronic,District,N,,,,N,,,[N]
2166,HMIS,DHIS,ETAT AC COMA,Electronic,District,N,,,,N,,,[N]
2167,HMIS,DHIS,ETAT AC CONVULSIONS,Electronic,District,N,,,,N,,,[N]
2168,HMIS,DHIS,ETAT AC DIARRHOEA,Electronic,District,N,,,,N,,,[N]
2169,HMIS,DHIS,ETAT AC MALARIA,Electronic,District,Y,MALARIA,3,Y,3,,,[3]
2170,HMIS,DHIS,ETAT AC MALNUTRITION,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
2171,HMIS,DHIS,ETAT AC MENINGITIS,Electronic,District,N,,,,N,,,[N]
2172,HMIS,DHIS,ETAT AC NEONATAL,Electronic,District,N,,,,N,,,[N]
2173,HMIS,DHIS,ETAT AC OTHERS,Electronic,District,N,,,,N,,,[N]
2174,HMIS,DHIS,ETAT AC PNEUMONIA,Electronic,District,N,,,,N,,,[N]
2175,HMIS,DHIS,ETAT AC SEVERE DEHYDRATION,Electronic,District,N,,,,N,,,[N]
2176,HMIS,DHIS,ETAT AC SHOCK,Electronic,District,N,,,,N,,,[N]
2177,HMIS,DHIS,ETAT CD DIARRHOEA,Electronic,District,N,,,,N,,,[N]
2178,HMIS,DHIS,ETAT CD MALARIA,Electronic,District,N,,,,N,,,[N]
2179,HMIS,DHIS,ETAT CD MALNUTRITION,Electronic,District,Y,NUTRITION,3,Y,3,,,[3]
2180,HMIS,DHIS,ETAT CD MENINGITIS,Electronic,District,N,,,,N,,,[N]
2181,HMIS,DHIS,ETAT CD NEONATAL SEPSIS,Electronic,District,N,,,,N,,,[N]
